document_id,clean_text,sentiment
172,kibei male born november thomas washington went japan age twelve attended school returned us high school student enlisted army prior bombing pearl harbor eventually recruited military intelligence service selected one fourteen japanese americans fight merrills marauders war worked japan us occupation became involved war crimes trials went work state department library congress,
173,niseisansei female born seattle washington grew town christopher part auburn washington parents ran grocery store bombing pearl harbor father arrested fbi sent fort missoula internment camp montana rest family went puyallup assembly center washington volunteered help set tule lake concentration camp california transferred heart mountain concentration camp wyoming leaving camp lived short time spokane washington moving seattle grew seattle attending catholic school eventually becoming teacher catholic school system,
174,nisei male born october small town thomas washington family farm attended school auburn washington removed pinedale assembly center tule lake concentration camp california left camp work idaho subsequently joined family postwar became social anthropologist later became second nisei teach san francisco state university instrumental struggle establish field ethnic studies brother gordon hirabayashi defied curfew removal orders arrested convicted imprisoned gordon hirabayashis conviction vacated,
175,sansei female born may san rafael california grew san rafael eventually attending california state university hayward university california berkeley earned masters degree san jose state university involved civil rights asian american issues school along husband roy hirabayashi founded san jose taiko,
176,sansei male born january berkeley california grew oakland got involved music early age attended cal state hayward san jose state civil rights movement got involved civil rights asian american issues along wife pj hirabayashi founded prominent group san jose taiko,
177,nisei female born denver colorado grew denver father tailor established newspaper rocky nippon world war ii father removed editor newspaper arrested fbi interned department justice camp james omura took head newspaper became known rocky shimpo ms hiraga became schoolteacher denver moved husband seattle washington,
178,niseisansei female born november san francisco california removed tanforan assembly center california topaz concentration camp utah family resettled salt lake city utah moved san francisco one year back salt lake city attended university utah studied nursing speaks school groups familys experiences world war ii,
179,kibei male born february hilo hawaii age four moved japan family operated farm attended school japan world war ii school hiroshima united states dropped atomic bomb survived bombing along mother brother returned hawaii eventually became involved establishing organization atomic bomb survivors,
180,nisei male born february lodi california resettled voluntarily mankato minnesota prior mass removal resettled central california member japanese american citizens league jacl since became active redress movement fundraiser lobbyist central california district council jacl,
181,kibeinisei male born november spokane washington age ten went japan grandfather world war ii conscripted japanese army still training war ended war continued education graduating kyoto university law degree got married returned united states became involved fight save los angeles little tokyo encroachment city hall worked public relations bank tokyo later became union bank,
182,nisei female born november wenatchee washington grew wenatchee moved seattle family incarcerated puyallup assembly center washington minidoka concentration camp idaho resettled world war ii pocatello idaho returned seattle world war ii,
183,nisei male born july alviso california lived various places california child bombing pearl harbor december family moved reedley california attempt avoid incarceration removed exclusion zone extended reedley sent poston concentration camp arizona left camp war lived morton grove illinois drafted military eventually moved chicago illinois,
184,nisei female born july seattle washington father ran prominent hotel frequently patronized visiting japanese dignitaries father picked fbi december war removed family puyallup assembly center washington minidoka concentration camp idaho leaving camp moved denver colorado eventually settling chicago illinois,
185,nisei male born courtland california grew clarksburg area parents ran farm world war ii removed turlock assembly center california gila river concentration camp arizona served military intelligence service japan eventually returned clarksburg reestablished farm,
186,nisei female born january sacramento california grew small communities clarksburg courtland war world war ii removed tule lake concentration camp california leaving camp returned sacramento area,
187,sansei male world war ii attended japanese language school clarksburg holland gakuen,
188,nisei female born january florin california grew florin parents operated farm world war ii removed manzanar concentration camp california returned florin war,
189,nisei male born june oakland california grew oakland berkeley california bombing pearl harbor removed family tanforan assembly center california topaz concentration camp utah signed nono socalled loyalty questionnaire mothers wish family move japan due fathers health family go japan mr hirose one nisei sent santa fe department justice internment camp new mexico released santa fe drafted served us army germany moved japan taught us army schools married raised son japan living thirtyseven years returning live berkeley california,
190,nisei male february bellevue washington world war ii incarcerated pinedale assembly center california tule lake concentration camp california prior war family part japanese american eastside community cleared farmed large portion bellevuekirklandredmond area,
191,nisei female born hood river oregon grew hood river parents owned operated orchards world war ii removed pinedale assembly center tule lake concentration camp california transferred briefly heart mountain concentration camp wyoming lived short time salt lake city leaving camp returned hood river,
192,nisei male born march san francisco california grew los angeles california world war ii removed manzanar concentration camp california one major players movement japanese american redress reparations mr hohri founded national council japanese american redress ncjar,
193,nisei female born may long beach california world war ii removed santa anita assembly center california jerome concentration camp arkansas leaving camp moved family des moines iowa chicago illinois along husband william hohri instrumental redress movement including establishment national council japanese american redress,
194,issei female born june tono city iwateken japan immigrated united states incarcerated santa anita assembly center california amache concentration camp colorado father established ministered first westernstyle christian church tono city husband assigned santa anita assembly center official head dentist passed away amache concentration camp,
195,sansei male born july tule lake concentration camp california parents hawaii father picked fbi following bombing pearl harbor mother went rejoin mainland leaving camp lived briefly new york city returning hawaii parents separated birth father hiroshi honda artist edward discovered originals paintings many years later,
196,nisei female born september santa clara california grew santa clara redwood city california world war ii war removed family tanforan assembly center california topaz concentration camp utah leaving camp resettled time new york returning redwood city,
197,nisei female born june hilo hawaii japan bombed pearl harbor december father picked fbi detained sand island internment camp hawaii rest family removed jerome concentration camp arkansas reunited jerome closed transferred gila river concentration camp arizona returned hawaii leaving camp father tried establish appliance repair business hilo destroyed tsunami married moved california active japanese american national museum los angeles,
198,nisei male born january seattle washington grew seattle parents owned hotels international district interview discusses japanese american hotel ownership early mids role hotel association japanese american community,
199,nisei male born san francisco california bombing pearl harbor moved family stay relatives watsonville california world war ii removed salinas assembly center california poston concentration camp arizona left camp early attend school philadelphia pennsylvania drafted military served military intelligence service tokyo,
200,nisei male born december salem oregon family moved frequently war due fathers profession methodist minister world war ii removed portland assembly center oregon heart mountain concentration camp wyoming leaving camp family moved boston massachusetts father could attend graduate seminary school eventually moved oakland california mr horikoshi attended college became pharmacist married raised family californias bay area,
201,nisei male born july gardena california passively resisted evacuation forcing two soldiers carry home incarcerated heart mountain concentration camp wyoming became one steering committee leaders fair play committee fpc tried along fpc leaders convicted conspiracy counsel draft evasion served time leavenworth federal penitentiary kansas returned home california,
202,nisei female born november portland oregon grew portland parents ran cleaning business world war ii removed portland assembly center oregon tule lake concentration camp california transferred minidoka concentration camp idaho left camp attend school des moines iowa eventually returning west coast living seattle,
203,nisei female born february seattle washington grew seattle bellevue washington areas involved serious ferry accident five family members including parents perished married renowned artist paul horiuchi lived rock springs wyoming paul worked railroad company lived wyoming world war ii eventually returning seattle,
204,sansei female born june denver colorado parents moved leaving camp world war ii grew om denver father insurance company attended university colorado colorado college studied abroad italy moving california eventually earned phd became architectural historian,
205,nisei male born july seattle washington grew seattle removed puyallup assembly center washington minidoka concentration camp idaho following world war ii worked us department state foreign service officer,
206,female born august vallejo california due fathers career prominent navy admiral moved frequently growing living hawaii cuba california china japan worked editor military washington dc japan japan met future husband lucius horiuchi,
207,nisei male born september tacoma washington grew tacoma except living japan several years age four attended university washington seattle majoring political science far eastern studies minor journalism prior world war ii worked sports editor community newspaper japanese american courier bombing pearl harbor removed along wife pinedale assembly center california tule lake concentration camp california daughter tule lake moved minidoka concentration camp idaho recruited work us armys office strategic services oss drafted trained india end war sent hiroshima japan conduct us government survey studying effects atomic bomb japanese citizens returned seattle associate editor another community newspaper northwest times worked boeing company postwar raising family founding member seattle nisei veterans committee working groups newsletter thirty years,
208,nisei male born april seattle washington spent prewar years seattles central area incarcerated puyallup assembly center washington minidoka concentration camp idaho resisted draft orders imprisoned mcneil island penitentiary washington resettled seattle area release,
209,nisei male born december livingston california parents helped establish farming community called yamato colony lost father young age moved san francisco california world war ii attended berkeley bombing pearl harbor removed tanforan assembly center california topaz concentration camp utah camp worked organize ymca programs japanese american youths left camp early attend springfield college massachusetts began lifelong career ymca notably developing nypum national youth program using minibikes program aimed engaging highrisk youth productive activities,
210,nisei male born october los angeles california grew los angeles parents owned operated produce store bombing pearl harbor removed pomona assembly center california heart mountain concentration camp wyoming heart mountain decided resist draft attended meetings fair play committee tried draft resistance served two years mcneil island federal penitentiary war pardoned president truman along japanese american wartime draft resisters,
211,nisei male born seattle january attended washington grade school garfield high school university washington grew typical nisei working summers alaska salmon canneries western avenue produce brokerages pay education became interested writing garfield sports editor school paper attending university worked weekly japanese american courier published late jimmie sakamoto faculty adviser university urged hosokawa drop journalism school newspaper country would hire japanese boy hosokawa rejected advice graduated found professor right working male secretary writing letters hosokawa bride former alice miyake portland oregon went singapore help launch english language daily year half later hosokawa moved shanghai work americanowned monthly magazine far eastern review sensing inevitability war returned seattle five weeks attack pearl harbor war came hosokawa served executive director seattle jacls emergency defense council helping people community cope family removed puyallup assembly center washington seattleites moved minidoka concentration camp idaho hosokawa wife infant son sent heart mountain wyoming later learned separated seattle friends considered potential troublemaker heart mountain months working editor camp newspaper heart mountain sentinel released join des moines iowa register moved denver work denver post years post held assignments executive news editor assistant managing editor sunday editor covered japanese peace treaty san francisco summit meeting paris zengakuren student riots japan year also assignments war correspondent korea vietnam years editor empire posts prizewinning sunday magazine last seven years post hosokawa editor editorial page japanese american imprisoned world war ii potential security risk directed opinion section major american newspaper retiring post served rocky mountain news ombudsman columnist seven years hosokawa taught journalism classes university colorado university northern colorado university wyoming wrote weekly comment column called frying pan jacls weekly pacific citizen among honors hosokawa former president american association sunday feature editors member organizations hall fame charter member denver press club hall fame named jacls nisei biennium published books hosokawa wife alice died four children,
212,sansei female born april sacramento california grew sacramento moving boyle heights california world war ii removed santa anita assembly center california rohwer concentration camp arkansas leaving camp attended school chicago returning los angeles established career nursing teaching,
213,nisei male born november fresno california moved family young age seattle washington father minister seattle buddhist temple father arrested fbi following bombing pearl harbor removed various department justice internment camps rest family removed puyallup assembly center minidoka concentration camp washington eventually reuniting father crystal city internment camp texas returned seattle following war family reestablished buddhist temple,
214,issei female born shimonoseki japan attended school japan encouraged father study english married buddhist minister immigrated united states lived fresno california returned japan two years moved seattle washington husband minister seattle buddhist temple world war ii husband arrested imprisoned crystal city department justice camp texas mrs ichikawa seven children removed puyallup assembly center washington minidoka concentration camp idaho joined husband crystal city returning run seattle buddhist temple,
215,nisei female born december stockton california grew sacramento boyle heights california attended maryknoll catholic school los angeles world war ii removed manzanar concentration camp california leaving camp returned los angeles worked war relocation authority providing assistance returning japanese americans seeking housing jobs,
216,nisei female born march portland oregon grew independence oregon parents ran farm married pregnant first child world war ii war removed portland assembly center oregon minidoka concentration camp idaho leaving camp returned gresham oregon area,
217,nisei male born february san juan bautista california grew nearby town salinas world war ii removed salinas assembly center california poston concentration camp arizona help quakers left poston moved philadelphia pennsylvania became engineer,
218,nisei female born february fresno california parents owned tofu shop mother passed away prior world war ii giving birth twin girls married prior war removed fresno assembly center california jerome concentration camp arkansas leaving camp returned fresno,
219,nisei female born may seattle washington grew seatle father wsa head bellboy exclusive club attended maryknoll catholic school seattle prior world war ii world war ii removed puyallup assembly center washington minidoka concentration camp idaho minidoka brother killed action serving nd regimental combat team europe returned seattle war,
220,sansei male born january seattle washington world war ii parents incarcerated puyallup assembly center washington minidoka concentration camp idaho general manager microsoft corporation multimedia publishing group becoming founding executive director densho,
221,nisei male born august portland oregon incarcerated north portland assembly center minidoka concentration camp idaho kept diary beginning december incarceration beginning teenager exceptionally active volunteer leader first within japanese american church portland later camp federated christian church school service clubs throughout life graduated hunt high school left minidoka indefinite work leave drafted graduated united states military intelligence service language school discharge returned portland oregon graduated college one earliest nisei obtain master social work degree university washington married four children incarceration led resolve work social justice one first nisei hired executive director nonprofit organization united states outside japanese american community served atlantic street center seattle years leading transformation settlement house social service agency worked reduce racial discrimination promoted multiracial crosscultural cooperation equal opportunity affirmative action community church nonprofit government arenas mentors advises community members including sharing set principles developed based values cultural heritage mr ikeda recipient numerous awards recognitions service honors professional volunteer contributions society,
222,nisei male born february seattle washington grew seattles japantown area parents operated hotel bombing pearl harbor removed puyallup assembly center washington minidoka concentration camp idaho left camp attend school minnesota drafted trained military intelligence service language school world war ii worked transportation agent department army quartermaster corps,
223,sansei male born december los angeles california world war ii parents incarcerated tule lake concentration camp california father signed nono socalled loyalty questionnaire renounced us citizenship sent department justice camp bismarck north dakota family end expatriating japan reunited instead crystal city camp texas leaving camp returned california started gardening business gardena california ronald attended ucla graduated northrop university school law late took position washington representative japanese american citizens league jacl worked redress movement elected gardena city council,
224,nisei female born february los angeles california grew santa monica california married prior world war ii war removed husband manzanar concentration camp california left camp reno nevada eventually moved los angeles,
225,nisei male born august los angeles california world war ii removed manzanar concentration camp california worked reservoir maintenance crew camp left camp reno nevada finding work aviation mechanic later returned los angeles establishing business auto mechanic,
226,niseisansei male born july seattle washington parents ran hotel world war ii removed puyallup assembly center washington minidoka concentration camp idaho leaving camp family returned seattle graduating college earning postdoctoral degree became professor san diego state university focused asian american youth worked community organizations assisting immigrant families,
227,nisei male born august oakland california following bombing pearl harbor moved family reno nevada voluntary evacuation period attended university nevada later worked aerospace company,
228,nisei female born june vacaville california grew vacaville removed turlock assembly center california gila river concentration camp arizona world war ii war lived briefly parents ogden utah returning sacramento area,
229,nisei male born january dee oregon grew dee former sawmill town father worked oregon lumber company shig went live japan three years age seven world war ii bombing pearl harbor volunteered us army eventually served medical administrative corps service returned hood river area,
230,sansei male born april gila river concentration camp arizona father late rev kanmo imamura former bishop hawaii minister hawaii kyodan buddhist churches america bca mother jane imamura composed many childrens gathas sung dharma schools grandfathers issei ministers instrumental bringing jodo shin buddhism america beginning century paternal grandfather bishop yemyo imamura hawaii kyodan maternal grandfather rev issei matsuura buddhist churches america received bachelors degree mathematics university california berkeley masters degree counseling san francisco state university doctorate degree counseling psychology university san francisco received tokudo kyoshi ordinations kyoto minister hawaii kyodan director buddhist study center years bca minister years moving washington psychotherapist california cofounder eastwest counseling center currently professor psychology evergreen state college olympia washington focus teaching research eastwest psychology emphasis buddhist thought practice,
231,sansei female born may tule lake concentration camp california parents kibei grew san francisco california world war ii incarcerated topaz concentration camp utah signed nono socalled loyalty questionnaire renounced us citizenship transferred tule lake designated segregation camp dr ina became psychotherapist specializing treatment community trauma addition author activist produced two awardwinning documentaries children camps silk cocoon,
232,nisei male born may walnut grove california parents worked canal ranch agricultural community grew produce libby mcneill libby parents also owned ran bar walnut grove bombing pearl harbor removed merced assembly center california granada amache concentration camp colorado leaving camp lived chicago denver returning walnut grove established successful japanese import business opening grocery stores west coast,
233,sansei male born september yakima washington grew yakima area several generations family members run farm since world war ii prior war since japanese immigrants barred purchasing land lons grandfather greatgrandfather leased land yakama indian tribe sent heart mountain concentration camp wyoming war returned continued farming support yakama nation lon earned degree agricultural engineering working time hanford nuclear reservation returned take farm family members family made decision sell inaba produce farms yakama nation,
234,nisei female born september portland oregon grew milwaukie oregon parents ran farm world war ii removed portland assembly center oregon minidoka concentration camp idaho leaving camp returned oregon parents ran hotel business portland went business school worked insurance company meeting future husband getting married raised family worked family farm inaba produce farms,
235,nisei female born february portland oregon grew portland area parents ran farm world war ii removed portland assembly center oregon minidoka concentration camp idaho leaving camp returned family portland,
236,nisei male born january seattle washington grew tacoma washington father ran japanese confectionery early moved family oregon world war ii family took advantage voluntary evacuation period moved ontario oregon attended medical school established prominent career vascular surgeon,
237,nisei male born august waipahu hawaii grew waipahu sugar plantation parents worked attending midpacific institute honolulu japan bombed pearl harbor december father picked fbi eventually interned honouliuli pow camp mr inokuchi got job honouliuli camp could visit father war worked honolulu board water supply,
238,nisei male born september honolulu hawaii served allvolunteer allnisei nd regimental combat team world war ii lost right arm action earned distinguished service cross following war became attorney sixterm senator hawaii sat select committee intelligence select committee indian affairs select committee secret military assistance iran nicaraguan opposition june inouye sworn president protempore senate serving ninth consecutive term passed away december,
239,nisei female born november seattle washington grew seattle graduated salutatorian broadway high school enrolled premedical program university washington december war removed puyallup assembly center washington minidoka concentration camp idaho left camp attend university texas later womans medical college philadelphia pennsylvania returned seattle open private family medicine practice succeeded help issei community involved helping establish nursing home japanese americans seattle retired private practice age seventyfive,
240,issei female born november okinawa japan grew japan parents ran farm world war ii allied forces landed okinawa fled home village large group hid jungle war returned home married eventually moved hawaii,
241,nisei female born april portland oregon grew portland parents ran hotel went family trip japan visit family returned shortly bombing pearl harbor world war ii removed portland assembly center oregon minidoka concentration camp idaho war returned portland,
242,nisei female born september bakersfield california following bombing pearl harbor removed poston concentration camp arizona leaving camp returned family bakersfield eventually moving sacramento california,
243,white male born salem massachusetts family moved frequently childhood due fathers employment strongly influenced parents values regarding racial tolerance inclusion principles learned unitarian church attending antioch college ohio became involved political social activism civil rights joined youth branch naacp student nonviolent coordinating committee sncc groups active sitins demonstrations addressing racial inequality peace related issues eventually becoming fulltime organizer worked united autoworkers union resisted draft indicted federal grand jury convicted failing report military service sentenced three years prison graduated antioch college appealed conviction united states court appeals lost served sentence federal institutions milan michigan terre haute indiana danbury connecticut following release prison attended graduate school boston university obtaining phd political science accepted harvard law school law student researched filed writ error coram nobis federal court convicted result conviction vacated writ error coram nobis establishes original case premised errors fact withheld judge defense prosecution graduated harvard law school taught undergraduate law school courses several schools joining faculty university california san diego conducting research national archives department justice washington dc preparation writing book discovered evidence governmental misconduct world war ii refuted us governments rationale military necessity mass incarceration persons japanese ancestry using evidence assisted congressional commission wartime relocation internment civilians contacted original defendants initiated formation legal teams instrumental filing petitions using writ error coram nobis resulting reconsideration wartime internment cases hirabayashi korematsu yasui dr irons professor political science director earl warren bill rights project university california san diego,
244,nisei male born april thomas washington grew thomas father ran general store world war ii removed pinedale assembly center california tule lake concentration camp california left camp work weiser idaho opened service station eventually moved ontario oregon,
245,nisei female born september grew culver city california parents ran nursery business world war ii removed manzanar concentration camp california returned california war,
246,nisei male born june fresno california grew gardena area los angeles california moving japan parents returning california world war ii removed santa anita assembly center california jerome concentration camp arkansas gave qualified answer socalled loyalty questionnaire transferred tule lake concentration camp california moved briefly minidoka concentration camp idaho released camp living chicago illinois drafted military served korea interpreter military intelligence service eventually returned california,
247,interview ana tanaka joy misako st germain led conversation ray ishii served seattle jacl president ray first involved jacl late early encouraged community leader al sugiyama others including janice deguchi joy misako st germain encouraged ray run office seattle jacl president ray reflected organized efforts time initiative end affirmative action opposition gay lesbian community jacl beginning find new paths civil rights organization collaborating supporting american jewish committee lgbtqia community jacl membership powerful force today rally community issues impact everyone jacl started move beyond focus redress work racial ethnic communities took work new level younger leaders taking leadership roles family seattle natives expressed hope gratitude recent work jacl support black lives matter immigration issues work pike place market council progress seen area minority women owned businesses demonstrates much impact volunteer work make positive change parents experiences incarcerated wwii upbringing tremendous influence taking granted importance continuing work civil rights social justice believes success jacl due ongoing commitment membership leadership,
248,nisei male born july los angeles california went live japan college student returning prior bombing pearl harbor removed santa anita assembly center california granada concentration camp colorado leaving attend university nebraska worked curator universitys art museum city lincoln nebraska worked greatly influenced noted socialist norman thomas,
249,nisei female born june mayfield california grew mountain view area family ran berry farm japan bombed pearl harbor family decided move utah avoid mass removal attended high school utah returning california enroll san jose state university remained san jose,
250,nisei male born january berkeley california served military intelligence service world war ii,
251,sansei male born april east los angeles grew south central los angeles watts neighborhood parents owned grocery store attended ucla became involved civil rights movement father one fort mcclellan disciplinary barrack boys db boys resisted military orders world war ii court martialed imprisoned leavenworth federal penitentiary,
252,nisei female born march seattle washington spent childhood medina bellevue washington high school member bellevue strawberry festivals queens court married kenji ito prominent japanese american lawyer practiced seattle following bombing pearl harbor recounts experiences husband picked fbi evening december describes trial acquittal husband accused working nonregistered agent japan trial removed puyallup assembly center washington tule lake concentration camp california minidoka concentration camp idaho war resettled los angeles area,
253,nisei male born august riverside california grew los angeles california graduated college world war ii war removed pomona assembly center california heart mountain concentration camp wyoming key person heading heart mountains agricultural program served military intelligence service korea,
254,nisei male born august mission british columbia canada grew mission attending school helping family farm left home work several jobs including sawmill sugar beet farm world war ii moved japan worked interpreter british army got married moved toronto canada raised two sons later life active torontos japanese canadian community involved charitable foundations,
255,nisei male born july stockton california emeritus professor anatomy harvard medical school world war ii second lieutenant nd field artillery battalion nd regimental combat team interview discusses memories serving nd psychological aspects combat,
256,nisei female born september los angeles california grew los angeles father worked little tokyo world war ii removed santa anita assembly center california heart mountain concentration camp wyoming soon arriving heart mountain able leave camp attend national college north carolina eventually returned california,
257,nisei male born october bellevue washington world war ii incarcerated pinedale assembly center california tule lake concentration camp california prior war family part japanese american eastside community cleared farmed large portion bellevuekirklandredmond area,
258,sansei male born july san francisco california grew san francisco developed early interest disney art cartooning world war ii removed tanforan assembly center california topaz concentration camp utah leaving camp returned san francisco established long career working walt disney studios warner brothers,
259,nisei female born december berkeley california grew berkeley parents operated nursery business bombing pearl harbor removed family tanforan assembly center california topaz concentration camp utah leaving camp returned berkeley working schoolgirl white woman attending high school,
260,nisei female born may watsonville california grew watsonville married bombing pearl harbor world war ii removed salinas assembly center california poston concentration camp arizona leaving camp lived denver time eventually returning watsonville,
261,nisei female born november portland oregon grew portland parents ran hotel business world war ii removed portland assembly center oregon minidoka concentration camp idaho left camp attend college ohio eventually returned portland,
262,nisei male born june terminal island california grew terminal island removed manzanar concentration camp california world war ii joined military intelligence service working interpreter japan us occupation married japan eventually returned california,
263,nisei female grew san francisco california world war ii removed santa anita assembly center california topaz concentration camp utah,
264,nisei male wgrew california world war ii removed tanforan assembly center california topaz concentration camp utah,
265,nisei male born february raised california removed manzanar concentration camp california following bombing pearl harbor world war ii attending baking school became professional baker,
266,nisei male born may villa park california grew terminal island california father fisherman world war ii removed tulare assembly center california gila river concentration camp arizona leaving camp relocated detroit michigan drafted military intelligence service served japan interpreter war crimes trials eventually returned california,
267,nisei female born november watsonville california grew watsonville family operated truck farm bombing pearl harbor removed salinas assembly center california poston concentration camp arizona lived time texas husband served military eventually returning watsonville,
268,born september madras india attended jakarta international school indonesia moving united states attend college georgetown university worked investment banker new york city well management development program physiocontrol currently pramila founder executive director hate free zone washington activist writer pramila actively involved international domestic social justice issues years working across africa asia latin america well domestically immigrant refugee communities washington state speaks frequently universities community events issues gender globalization development community serves several boards including chaya nonprofit organization serving south asian women crisis institute current world affairs hedgebrook women writers retreat pramila masters business administration northwestern universitys kellogg school management ba georgetown university english economics also author pilgrimage india woman revisits homeland seal press pramila hfz campaign received several awards recognitions work including city seattles civil rights award washington bar associations access justice community leadership award japanese american citizens league leadership award northwest asian weekly foundations community leaders award leadership award congressman jim mcdermott ecumenical leadership award washington association churches january pramila named one top ten puget sound regional leaders seattle times editorial board,
269,born alexandria virginia redress movement department justices office redress administration ora established identify administer reparations payments eligible individuals worked project manager ora,
270,white male born arkansas world war ii father project director rohwer concentration camp arkansas james along two siblings parents lived rohwer,
271,white male born arkansas world war ii father project director rohwer concentration camp arkansas william along two siblings parents lived rohwer,
272,white male born july salinas california parents owned operated farm salinas area prior world war ii war father helped neighboring japanese american farmers taking care land,
273,nisei female born september port moody british columbia canada went parents japan attended school returned canada married removed hastings park tashme canadas interior leaving tashme moved toronto husband worked consulgenerals office adopted two children became involved ikenobo society went japan study ikebana art japanese flower arranging involved along husband establishment japanese canadian cultural centre toronto,
274,nisei male born july los angeles california grew los angeles area lost parents early age responsible younger siblings world war ii removed manzanar concentration camp california camp key figure manzanars guayule project leaving camp returned los angeles,
275,sansei male born march los angeles california son akira kageyama one key players guyaule rubberproducing project manzanar concentration camp california world war ii,
276,nisei female born january monterey park california grew several different places california parents ran truck farming businesses world war ii removed manzanar concentration camp california leaving camp returned pasadena area california,
277,sansei female born june chicago illinois world war ii fathers family sent santa anita assembly center california heart mountain concentration camp wyoming mothers family incarcerated tanforan assembly center california gila river concentration camp arizona leaving camp janes parents resettled chicago illinois born raised,
278,nisei male born may los angeles california grew los angeles high school japan bombed pearl harbor december war removed manzanar concentration camp california left camp attend morningside college sioux city iowa inducted army joined military intelligence service served japan us occupation interpreter war crimes trials returned los angeles established merit savings bank later becoming involved redevelopment little tokyo mr kaji one key founders japanese american national museum los angeles,
279,nisei female born april los angeles california grew boyle heights neighborhood father prominent medical physician world war ii removed poston concentration camp arizona left camp family work sugar beet farm colorado eventually returned los angeles father reestablished medical practice,
280,nisei male born march oyster bay washington incarcerated tule lake concentration camp california served fundraising chair japanese american citizens leagues legislative education committee raised half million dollars redress effort became president national jacl,
281,nisei male grew los angeles california married removed wife tanforan assembly center california topaz concentration camp utah world war ii,
282,nisei female born july portland oregon grew greshamtroutdale area oregon parents farm world war ii removed portland assembly center oregon minidoka concentration camp idaho camp worked assistant teacher camp lived new york returning oregon,
283,born virginia redress movement worked department justices office redress administration ora established identify administer reparations payments eligible individuals worked historical researcher ora retirement worked consultant doj variety issues related ora also renewed serious interest painting since began teaching art adults frequently showing work,
284,nisei male born april galt california grew hollister california world war ii removed salinas assembly center california poston concentration camp arizona drafted military served counterintelligence corps japan us occupation service joined family ontario oregon,
285,nisei male born june fairfax washington grew venice california parents produce farm world war ii removed manzanar concentration camp california parents signed nono socalled loyalty questionnaire decided return family japan live several years japan came back california,
286,nisei female born october pasadena california grew pasadena father worked gardener world war ii removed tulare assembly center california gila river concentration camp arizona leaving camp returned pasadena,
287,nisei male born july seattle washington grew thomasauburn area washington following executive order family removed pinedale assembly center tule lake concentration camp california later transferred minidoka concentration camp idaho volunteered replacement thnd regimental combat team trained thirteen weeks light machine gunner replacement camp shelby mississippi served co l th bnnd combat team southern france northern italy rifleman st scout graduated university washington graduated st louis school medicine internship resident pierce county hospital tacoma wa family practice medicine sumner wa served president puyallup valley jacl terms served vice president national jacl draft board member eastern pierce county president pierce county medical society sumner rotary club president,
288,nisei female born october los angeles california grew los angeles age nine japan bombed pearl harbor world war ii removed family santa anita assembly center california granada amache concentration camp colorado transferred crystal city internment camp texas family could reunited father war returned los angeles,
289,nisei female born september pasadena california grew los angeles father operated successful importexport business retail stores graduated ucla lived worked japan years married living hawaii witnessed japanese bomber planes overhead home pearl city december war resided santa cruz california,
290,born honolulu hawaii redress movement department justices office redress administration ora established identify administer reparations payments eligible individuals president honolulu chapter japanese american citizens league worked ora later pursued legal career honolulu alston hunt floyd ing dentons,
291,nisei female born december seattle washington lived japan fifteen months child returning seattle attend junior high school bombing pearl harbor father picked fbi taken department justice camp missoula montana removed puyallup assembly center washington reunited father minidoka concentration camp idaho family volunteered leave japan us governments exchange ship uss gripsholm attended high school japan participated military air raid drills uss postwar occupation japan attended doshisha university worked us army station hospital library returned us enrolled st marys teaching hospital rochester minnesota denied redress expatriation japan succeeded obtaining redress filing classaction lawsuit,
